"Subject","Task","Lang","Trial","Score"
23,"kategori","L1",14,1
23,"kategori","L1",15,1
23,"kategori","L1",16,1
23,"kategori","L1",17,1
23,"kategori","L1",18,1
23,"kategori","L1",19,1
23,"kategori","L1",20,0
23,"kategori","L1",21,1
23,"kategori","L1",22,1
23,"kategori","L1",23,1
23,"kategori","L1",24,1
23,"form","L2",1,0
23,"form","L2",2,0
23,"form","L2",3,0
23,"form","L2",4,1
23,"form","L2",5,1
23,"form","L2",6,1
23,"form","L2",7,1
23,"form","L2",8,1
23,"form","L2",9,1
23,"form","L2",10,1
23,"form","L2",11,1
23,"form","L2",12,1
23,"form","L2",13,1
23,"form","L2",14,1
23,"form","L2",15,1
23,"form","L2",16,1
23,"form","L2",17,0
23,"form","L2",18,1
23,"form","L2",19,1
23,"form","L2",20,0
23,"form","L2",21,0
23,"form","L2",22,1
23,"form","L2",23,1
23,"form","L2",24,0
23,"kategori","L2",1,1
23,"kategori","L2",2,1
23,"kategori","L2",3,1
23,"kategori","L2",4,1
23,"kategori","L2",5,1
23,"kategori","L2",6,1
23,"kategori","L2",7,1
23,"kategori","L2",8,1
23,"kategori","L2",9,1
23,"kategori","L2",10,1
23,"kategori","L2",11,1
23,"kategori","L2",12,1
23,"kategori","L2",13,1
23,"kategori","L2",14,1
23,"kategori","L2",15,1
23,"kategori","L2",16,1
23,"kategori","L2",17,1
23,"kategori","L2",18,1
23,"kategori","L2",19,1
23,"kategori","L2",20,1
23,"kategori","L2",21,1
23,"kategori","L2",22,1
23,"kategori","L2",23,1
23,"kategori","L2",24,1
24,"form","L1",1,1
24,"form","L1",2,1
24,"form","L1",3,1
24,"form","L1",4,1
24,"form","L1",5,1
24,"form","L1",6,1
24,"form","L1",7,1
24,"form","L1",8,1
24,"form","L1",9,1
24,"form","L1",10,1
24,"form","L1",11,1
24,"form","L1",12,1
24,"form","L1",13,1
24,"form","L1",14,1
24,"form","L1",15,1
24,"form","L1",16,1
24,"form","L1",17,1
24,"form","L1",18,1
24,"form","L1",19,1
24,"form","L1",20,0
24,"form","L1",21,1
24,"form","L1",22,1
24,"form","L1",23,1
24,"form","L1",24,1
24,"kategori","L1",1,1
24,"kategori","L1",2,1
24,"kategori","L1",3,1
24,"kategori","L1",4,1
24,"kategori","L1",5,1
24,"kategori","L1",6,1
24,"kategori","L1",7,1
24,"kategori","L1",8,1
24,"kategori","L1",9,1
24,"kategori","L1",10,1
24,"kategori","L1",11,1
24,"kategori","L1",12,1
24,"kategori","L1",13,1
24,"kategori","L1",14,1
24,"kategori","L1",15,1
24,"kategori","L1",16,1
24,"kategori","L1",17,1
24,"kategori","L1",18,1
24,"kategori","L1",19,1
24,"kategori","L1",20,1
24,"kategori","L1",21,1
24,"kategori","L1",22,1
24,"kategori","L1",23,1
24,"kategori","L1",24,1
24,"form","L2",1,0
24,"form","L2",2,1
24,"form","L2",3,1
24,"form","L2",4,1
24,"form","L2",5,0
24,"form","L2",6,1
24,"form","L2",7,1
24,"form","L2",8,1
24,"form","L2",9,1
24,"form","L2",10,1
24,"form","L2",11,1
24,"form","L2",12,0
24,"form","L2",13,1
24,"form","L2",14,1
24,"form","L2",15,1
24,"form","L2",16,1
24,"form","L2",17,1
24,"form","L2",18,0
24,"form","L2",19,1
24,"form","L2",20,1
24,"form","L2",21,1
24,"form","L2",22,1
24,"form","L2",23,1
24,"form","L2",24,1
24,"kategori","L2",1,1
24,"kategori","L2",2,1
24,"kategori","L2",3,1
24,"kategori","L2",4,1
24,"kategori","L2",5,1
24,"kategori","L2",6,1
24,"kategori","L2",7,1
24,"kategori","L2",8,1
24,"kategori","L2",9,1
24,"kategori","L2",10,1
24,"kategori","L2",11,1
24,"kategori","L2",12,1
24,"kategori","L2",13,1
24,"kategori","L2",14,1
24,"kategori","L2",15,1
24,"kategori","L2",16,1
24,"kategori","L2",17,1
24,"kategori","L2",18,1
24,"kategori","L2",19,1
24,"kategori","L2",20,1
24,"kategori","L2",21,1
24,"kategori","L2",22,1
24,"kategori","L2",23,1
24,"kategori","L2",24,1
